Station,Year,Month,Day,Night,DayLimit,NightLimit
MUM05,2018,3,70,64,50,40
MUM05,2018,4,69,63,50,40
MUM05,2018,5,69,63,50,40
MUM05,2018,6,72,65,50,40
MUM05,2018,7,74,67,50,40
MUM05,2018,8,71,63,50,40
MUM05,2018,9,71,64,50,40
MUM05,2018,10,72,65,50,40
MUM05,2018,11,69,63,50,40
MUM05,2018,12,70,62,50,40
MUM06,2018,1,61,54,75,70
MUM06,2018,2,61,54,75,70
MUM06,2018,3,61,54,75,70
MUM06,2018,4,60,54,75,70
MUM06,2018,5,60,55,75,70
MUM06,2018,6,62,56,75,70
MUM06,2018,7,62,56,75,70
MUM06,2018,8,61,55,75,70
MUM06,2018,9,61,55,75,70
MUM06,2018,10,60,53,75,70
MUM06,2018,11,61,53,75,70
MUM06,2018,12,60,54,75,70
MUM07,2018,1,57,52,75,70
MUM07,2018,2,56,50,75,70
MUM07,2018,3,58,51,75,70
MUM07,2018,4,60,54,75,70
MUM07,2018,5,59,52,75,70
MUM07,2018,6,60,54,75,70
MUM07,2018,7,59,56,75,70
MUM07,2018,8,58,55,75,70
MUM07,2018,9,57,55,75,70
MUM07,2018,10,56,51,75,70
MUM07,2018,11,56,50,75,70
MUM07,2018,12,56,50,75,70
MUM08,2018,1,63,56,55,45
MUM08,2018,2,64,56,55,45
MUM08,2018,3,64,56,55,45
MUM08,2018,4,64,57,55,45
MUM08,2018,5,64,58,55,45
MUM08,2018,6,65,63,55,45
MUM08,2018,7,65,61,55,45
MUM08,2018,8,64,58,55,45
MUM08,2018,9,66,59,55,45
MUM08,2018,10,69,62,55,45
MUM08,2018,11,71,63,55,45
MUM08,2018,12,68,62,55,45
MUM09,2018,1,70,67,75,70
MUM09,2018,2,72,69,75,70
MUM09,2018,3,73,69,75,70
MUM09,2018,4,74,68,75,70
MUM09,2018,5,73,68,75,70
MUM09,2018,6,70,66,75,70
MUM09,2018,7,70,66,75,70
MUM09,2018,8,71,68,75,70
MUM09,2018,9,72,67,75,70
MUM09,2018,10,67,64,75,70
MUM09,2018,11,69,66,75,70
MUM09,2018,12,69,66,75,70
MUM10,2018,1,72,67,65,55
MUM10,2018,2,72,67,65,55
MUM10,2018,3,72,68,65,55
MUM10,2018,4,72,68,65,55
MUM10,2018,5,72,68,65,55
MUM10,2018,6,73,69,65,55
MUM10,2018,7,74,69,65,55
MUM10,2018,8,73,69,65,55
MUM10,2018,9,72,68,65,55
MUM10,2018,10,73,68,65,55
MUM10,2018,11,72,68,65,55
MUM10,2018,12,72,68,65,55
